WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 917-660-993
DEBUG:geventwebsocket.handler:Initializing WebSocket
DEBUG:geventwebsocket.handler:Validating WebSocket request
INFO:geventwebsocket.handler:127.0.0.1 - - [2021-11-30 00:29:51] "GET /socket.io/?client=agv&transport=polling&EIO=4&t=1638199789.725779 HTTP/1.1" 200 254 0.001011
DEBUG:geventwebsocket.handler:Initializing WebSocket
DEBUG:geventwebsocket.handler:Validating WebSocket request
DEBUG:geventwebsocket.handler:Attempting to upgrade connection
DEBUG:geventwebsocket.handler:WebSocket request accepted, switching protocols
INFO:root:{"DATA_TYPE": "alarm", "AGV_NO": "agv", "ALARMS": [{"ALARM_CD": "32", "ALARM_STATUS": 0, "ALARM_DTL": "Tray 구동 실패", "OCCUR_DT": "20211130 00:29:34", "END_DT": "20211130 00:29:51"}, {"ALARM_CD": "12", "ALARM_STATUS": 1, "ALARM_DTL": "직진 후, 위치 오류", "OCCUR_DT": "20211130 00:29:51", "END_DT": null}]}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020024", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020024", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020024", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020024", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020024", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020024", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "alarm", "AGV_NO": "agv", "ALARMS": [{"ALARM_CD": "13", "ALARM_STATUS": 0, "ALARM_DTL": "우 90도회전 후, 위치 오류", "OCCUR_DT": "20211130 00:29:35", "END_DT": "20211130 00:29:52"}, {"ALARM_CD": "14", "ALARM_STATUS": 1, "ALARM_DTL": "좌 90도회전 후, 위치 오류", "OCCUR_DT": "20211130 00:29:52", "END_DT": null}]}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020024", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020024", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00020025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "alarm", "AGV_NO": "agv", "ALARMS": [{"ALARM_CD": "15", "ALARM_STATUS": 0, "ALARM_DTL": "180도 회전 후, 위치 오류", "OCCUR_DT": "20211130 00:29:36", "END_DT": "20211130 00:29:53"}, {"ALARM_CD": "16", "ALARM_STATUS": 1, "ALARM_DTL": "후진 후, 위치 오류", "OCCUR_DT": "20211130 00:29:53", "END_DT": null}]}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030025", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "alarm", "AGV_NO": "agv", "ALARMS": [{"ALARM_CD": "31", "ALARM_STATUS": 0, "ALARM_DTL": "Belt 구동 실패", "OCCUR_DT": "20211130 00:29:37", "END_DT": "20211130 00:29:54"}, {"ALARM_CD": "22", "ALARM_STATUS": 1, "ALARM_DTL": "과전류 발생", "OCCUR_DT": "20211130 00:29:54", "END_DT": null}]}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00030026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040026", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040027", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
INFO:root:{"DATA_TYPE": "alarm", "AGV_NO": "agv", "ALARMS": [{"ALARM_CD": "11", "ALARM_STATUS": 0, "ALARM_DTL": "현 위치확인 안됨", "OCCUR_DT": "20211130 00:29:38", "END_DT": "20211130 00:29:55"}, {"ALARM_CD": "31", "ALARM_STATUS": 1, "ALARM_DTL": "Belt 구동 실패", "OCCUR_DT": "20211130 00:29:55", "END_DT": null}]}
INFO:root:{"DATA_TYPE": "report", "AGV_NO": "agv", "LOCATION": "00040027", "STATE": "1", "MODE": "1", "DIRECTION": "0", "MAX_VELOCITY": "2.5", "TILT_MAX_ANGLE": "20", "BELT_MAX_SPEED": "1.5", "COMMAND_WAIT_TIME": "10", "MIN_VOLTAGE": "15.6", "BATTERY_LVL": "30", "AGV_FIRMWARE_VERSION": "1.01"}
